NAME,NTEE1,"Full Address",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"MURRAY HILL PRESERVATION ASSOCIATION OF JACKSONVILLE",S,"PO BOX 37123 JACKSONVILLE, FL 32236",30.389438,-81.680806,0.5,place,37123,"PO Box",,,Jacksonville,FL,"Duval County",32236,US,"TIGER/Line® dataset from the US Census Bureau"
"VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF FLORIDA",W,"12709 MAGNOLIA AVE JACKSONVILLE, FL 32218",30.466176,-81.631494,1,rooftop,12709,"Magnolia Ave",,,Jacksonville,FL,"Duval County",32218,US,Duval
"KNIGHT MASONS OF THE USA",Y,"4115 SPRING CREEK LN MIDDLEBURG, FL 32068",30.103178,-81.855805,1,rooftop,4115,"Spring Creek Ln",,,Middleburg,FL,"Clay County",32068,US,"Clay County"
"FORD FAMILY HISTORICAL AND WELFARE ASSOCIATION COPR",Y,"12739 CARON DR JACKSONVILLE, FL 32258",30.139324,-81.573521,1,rooftop,12739,"Caron Dr",,,Jacksonville,FL,"Duval County",32258,US,Duval
"VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF FLORIDA",W,"3576 TORRE GRANDE AVE JACKSONVILLE, FL 32257",30.183726,-81.619033,1,rooftop,3576,"Torre Grande Ave",,,Jacksonville,FL,"Duval County",32257,US,Duval
"MASONIC CHARITIES OF FLORIDA INC",T,"PO BOX 1020 JACKSONVILLE, FL 32201",30.389438,-81.680806,0.5,place,1020,"PO Box",,,Jacksonville,FL,"Duval County",32201,US,"TIGER/Line® dataset from the US Census Bureau"
"AMERICAN LEGION AUXILIARY",W,"1127 ATLANTIC BLVD ATLANTIC BCH, FL 32233",30.324983,-81.421386,1,rooftop,1127,"Atlantic Blvd",,,"Atlantic Beach",FL,"Duval County",32233,US,Duval
"AMERICAN LEGION AUXILIARY",W,"5443 SAN JUAN AVE JACKSONVILLE, FL 32210",30.282398,-81.739254,1,rooftop,5443,"San Juan Ave",,,Jacksonville,FL,"Duval County",32210,US,Duval
"PROJECT MANAGEMENT INSTITUTE",S,"3545 ST JOHNS BLUFF RD SOUTH PMB 20 JACKSONVILLE, FL 32224",30.28403,-81.524958,1,rooftop,3545,"St Johns Bluff Rd S",,20,Jacksonville,FL,"Duval County",32224,US,Duval
"JACKSONVILLE AND THE BEACHES CONVENTION & VISITORS BUREAU INC",S,"208 N LAURA ST FL 102 JACKSONVILLE, FL 32202",30.328294,-81.659145,1,rooftop,208,"Laura St N",Fl,102,Jacksonville,FL,"Duval County",32202,US,Duval
"NORTH RIVERSIDE COMMUNITY DEVELOPMENT CORPORATION",S,"2520 FOREST ST JACKSONVILLE, FL 32204",30.326879,-81.696319,1,rooftop,2520,"Forest St",,,Jacksonville,FL,"Duval County",32204,US,Duval
"JESS & BREWSTER J DURKEE FOUNDATION",T,"4530 SAINT JOHNS AVE STE 15 JACKSONVILLE, FL 32210",30.287942,-81.721311,1,rooftop,4530,"St Johns Ave",Ste,15,Jacksonville,FL,"Duval County",32210,US,Duval
"KNIGHTS OF COLUMBUS",Y,"PO BOX 19324 JACKSONVILLE, FL 32245",30.389438,-81.680806,0.5,place,19324,"PO Box",,,Jacksonville,FL,"Duval County",32245,US,"TIGER/Line® dataset from the US Census Bureau"
"INTERCHURCH COALITION FOR ACTION RECONCILIATION AND EMPOWERMENT",S,"2650 PARK ST JACKSONVILLE, FL 32204",30.310325,-81.692659,1,rooftop,2650,"Park St",,,Jacksonville,FL,"Duval County",32204,US,Duval
"FLORIDA STATE COLLEGE AT JACKSONVIL LE FOUNDATION REAL ESTATE HOLDING",S,"501 W STATE ST SUITE 104 JACKSONVILLE, FL 32202",30.335274,-81.662439,1,rooftop,501,"State St W",Ste,104,Jacksonville,FL,"Duval County",32202,US,Duval
"WAYMAN COMMUNITY DEVELOPMENT CORPORATION",S,"1176 LABELLE ST JACKSONVILLE, FL 32205",30.303594,-81.731917,1,rooftop,1176,"Labelle St",,,Jacksonville,FL,"Duval County",32205,US,Duval
"ELISE BEAR & WILLIAM D POLLAK FAMILY CHARITABLE FOUNDATION INC",T,"PO BOX 10894 PENSACOLA, FL 32524",30.428781,-87.222516,0.5,place,10894,"PO Box",,,Pensacola,FL,"Escambia County",32524,US,"TIGER/Line® dataset from the US Census Bureau"
"JOAN AND H RONALD LEVIN FAMILY FOUNDATION INC",T,"8255 BAYBERRY RD JACKSONVILLE, FL 32256",30.219023,-81.582214,1,rooftop,8255,"Bayberry Rd",,,Jacksonville,FL,"Duval County",32256,US,Duval
"KNIGHTS OF COLUMBUS",Y,"9401 STAPLES MILL DR JACKSONVILLE, FL 32244",30.196628,-81.806795,1,rooftop,9401,"Staples Mill Dr",,,Jacksonville,FL,"Duval County",32244,US,Duval
"FRIENDS OF THE ST JOHNS RIVER FERRY INC",W,"240 14TH AVE S JAX BCH, FL 32250",30.274897,-81.388337,1,rooftop,240,"14th Ave S",,,"Jacksonville Beach",FL,"Duval County",32250,US,Duval
"JACK AND BETTY",T,"PO BOX 47050 NO 300 JACKSONVILLE, FL 32247",30.34494,-81.683107,0.5,place,,,,,Jacksonville,FL,"Duval County",32247,US,"TIGER/Line® dataset from the US Census Bureau"
"THE@GERALD L NICHOLS AND JACQUELINE W NICHOLS FOUNDATION INC",T,"6775 LINFORD LN JACKSONVILLE, FL 32217",30.251029,-81.640095,1,rooftop,6775,"Linford Ln",,,Jacksonville,FL,"Duval County",32217,US,Duval
"JACKSONVILLE AFFORDABLE COMMUNITIES THC INC",S,"1650 MARGARET ST STE 302 PMB 382 JACKSONVILLE, FL 32204",30.311649,-81.680931,1,rooftop,1650,"Margaret St",Ste,302,Jacksonville,FL,"Duval County",32204,US,Duval
"THE TOM COUGHLIN JAY FUND FOUNDATION INC",T,"PO BOX 50798 JACKSONVILLE, FL 32240",30.389438,-81.680806,0.5,place,50798,"PO Box",,,Jacksonville,FL,"Duval County",32240,US,"TIGER/Line® dataset from the US Census Bureau"
"RIVER OF LIFE FULL GOSPEL FELLOWSHIP INC THE",S,"2848 SAINT JOHNS BLUFF RD S JACKSONVILLE, FL 32246",30.294091,-81.52682,1,rooftop,2848,"St Johns Bluff Rd S",,,Jacksonville,FL,"Duval County",32246,US,Duval
"FIRST COAST REINSURANCE LTD",Y,"3827 ORTEGA BLVD JACKSONVILLE, FL 32210",30.27843,-81.69777,1,rooftop,3827,"Ortega Blvd",,,Jacksonville,FL,"Duval County",32210,US,Duval
"NORTH FLORIDA CHAPTER OF THE INTERNATIONAL ASSOCIATION OF",S,"PO BOX 77150 JACKSONVILLE, FL 32226",30.389438,-81.680806,0.5,place,77150,"PO Box",,,Jacksonville,FL,"Duval County",32226,US,"TIGER/Line® dataset from the US Census Bureau"
"S O C K OUTSTANDING STUDENTS S O S ACADEMY INC",T,"6974 WILSON BLVD JACKSONVILLE, FL 32210",30.268823,-81.759056,1,rooftop,6974,"Wilson Blvd",,,Jacksonville,FL,"Duval County",32210,US,Duval
"NELDNER FUND INC",T,"1912 SPOONBILL ST JACKSONVILLE, FL 32224",30.315411,-81.440915,1,rooftop,1912,"Spoonbill St",,,Jacksonville,FL,"Duval County",32224,US,Duval
"TOASTMASTERS INTERNATIONAL",W,"6678 WHITE BLOSSOM CIR JACKSONVILLE, FL 32258",30.126862,-81.537303,1,rooftop,6678,"White Blossom Cir",,,Jacksonville,FL,"Duval County",32258,US,Duval
"MONIQUE BURR FOUNDATION FOR CHILDREN INC",T,"7807 BAYMEADOWS ROAD E JACKSONVILLE, FL 32256",30.232302,-81.509619,1,rooftop,7807,"Baymeadows Rd E",,,Jacksonville,FL,"Duval County",32256,US,Duval
"EMILY BALZ SMITH FOUNDATION INC",T,"3741 SAN JOSE PL STE 7 JACKSONVILLE, FL 32257",30.197994,-81.619473,1,rooftop,3741,"San Jose Pl",Ste,7,Jacksonville,FL,"Duval County",32257,US,Duval
"JACKSONVILLE CIVIC COUNCIL INC",S,"800 W MONROE ST JACKSONVILLE, FL 32202",30.330535,-81.66822,1,rooftop,800,"Monroe St W",,,Jacksonville,FL,"Duval County",32202,US,Duval
"TEMPLE OF LIGHT CHRISTIAN CENTER INC",W,"8959 SPRING HARVEST LN W JACKSONVILLE, FL 32244",30.198763,-81.804444,1,rooftop,8959,"Spring Harvest Ln W",,,Jacksonville,FL,"Duval County",32244,US,Duval
"ZIMMERMAN FAMILY FOUNDATION INC",T,"3644 PHILIPS HWY JACKSONVILLE, FL 32207",30.288168,-81.634876,1,rooftop,3644,"Philips Hwy",,,Jacksonville,FL,"Duval County",32207,US,Duval
"TOWE FAMILY FOUNDATION INC",T,"4789 APALACHEE ST JACKSONVILLE, FL 32210",30.262565,-81.697461,1,rooftop,4789,"Apalachee St",,,Jacksonville,FL,"Duval County",32210,US,Duval
"AGLOW INTERNATIONAL",S,"10217 MANORVILLE DR JACKSONVILLE, FL 32221",30.309276,-81.826019,1,rooftop,10217,"Manorville Dr",,,Jacksonville,FL,"Duval County",32221,US,Duval
"WESTSIDE BUSINESS LEADERS ASSOCIATION CHARITIES INC",T,"10250 NORMANDY BLVD UNIT 701 JACKSONVILLE, FL 32221",30.275624,-81.82853,1,rooftop,10250,"Normandy Blvd",Unit,701,Jacksonville,FL,"Duval County",32221,US,Duval
"WEST JACKSONVILLE RESTORATION CENTER INC",S,"8601 YOUNGERMAN COURT JACKSONVILLE, FL 32244",30.195603,-81.750713,1,rooftop,8601,"Youngerman Ct",,,Jacksonville,FL,"Duval County",32244,US,Duval
"PRIDE IN ACTION COMMUNITY SERVICES INC",S,"PO BOX 9148 JACKSONVILLE, FL 32208",30.389438,-81.680806,0.5,place,9148,"PO Box",,,Jacksonville,FL,"Duval County",32208,US,"TIGER/Line® dataset from the US Census Bureau"
"BENT FAMILY FOUNDATION INC",T,"1125 ELLIS RD N JACKSONVILLE, FL 32254",30.339046,-81.741925,1,rooftop,1125,"Ellis Rd N",,,Jacksonville,FL,"Duval County",32254,US,Duval
"KIWANIS CLUB OF DEERCREEK INC",S,"10109 BISHOP LAKE RD W JACKSONVILLE, FL 32256",30.181525,-81.53581,1,rooftop,10109,"Bishop Lake Rd W",,,Jacksonville,FL,"Duval County",32256,US,Duval
"RIVERSIDE ROTARY FOUNDATION INC",S,"4530-15 ST JOHNS AVE PO BOX 330 JACKSONVILLE, FL 32234",30.28853,-81.72106,0.96,nearest_rooftop_match,4530,"St Johns Ave",,330,Jacksonville,FL,"Duval County",32210,US,Statewide2
"W C GENTRY FAMILY FOUNDATION INC",T,"233 EAST BAY STREET 8TH FLOOR JACKSONVILLE, FL 32202",30.325669,-81.654643,1,rooftop,233,"Bay St E",Fl,8,Jacksonville,FL,"Duval County",32202,US,Duval
"BARCO FAMILY FOUNDATION INC",T,"7587 WILSON BLVD JACKSONVILLE, FL 32210",30.270086,-81.776025,1,rooftop,7587,"Wilson Blvd",,,Jacksonville,FL,"Duval County",32210,US,Duval
"INTERNATIONAL SOCIETY OF CERTIFIED EMPLOYEE BENEFITS SPECIALISTS INC",Y,"17 HOWLAND DR PONTE VEDRA, FL 32081",30.103634,-81.459702,1,rooftop,17,"Howland Dr",,,"Ponte Vedra",FL,"St. Johns County",32081,US,"St Johns"
"FLEET RESERVE ASSOCIATION BRANCH 290 INC",W,"390 MAYPORT RD ATLANTIC BCH, FL 32233",30.327185,-81.41917,1,rooftop,390,"Mayport Rd",,,"Atlantic Beach",FL,"Duval County",32233,US,Duval
"FLEET RESERVE ASSOCIATION BRANCH 290 INC",W,"390 MAYPORT RD ATLANTIC BCH, FL 32233",30.327185,-81.41917,1,rooftop,390,"Mayport Rd",,,"Atlantic Beach",FL,"Duval County",32233,US,Duval
"ROBINSONS ADDITION NEIGHBORHOOD ASSOCIATION INC",S,"1856 BROADWAY AVE JACKSONVILLE, FL 32209",30.335725,-81.69102,1,rooftop,1856,"Broadway Ave",,,Jacksonville,FL,"Duval County",32209,US,Duval
"FRANCISCO GARCIA-BENGOCHEA FOUNDATION INC",T,"1886 MONTGOMERY PL JACKSONVILLE, FL 32205",30.290405,-81.706168,1,rooftop,1886,"Montgomery Pl",,,Jacksonville,FL,"Duval County",32205,US,Duval
"JB FOUNDATION INC",T,"8265 BAYBERRY RD JACKSONVILLE, FL 32256",30.219234,-81.581803,1,rooftop,8265,"Bayberry Rd",,,Jacksonville,FL,"Duval County",32256,US,Duval
"BERMAN FAMILY FOUNDATION INC",T,"2500 EVERGREEN AVE JACKSONVILLE, FL 32206",30.352663,-81.644161,1,rooftop,2500,"Evergreen Ave",,,Jacksonville,FL,"Duval County",32206,US,Duval
"YEGELWEL FAMILY FOUNDATION INC",T,"10234 SCOTT MILL RD JACKSONVILLE, FL 32257",30.189234,-81.63418,1,rooftop,10234,"Scott Mill Rd",,,Jacksonville,FL,"Duval County",32257,US,Duval
"WOMEN OF COLOR CULTURAL FOUNDATION INC",R,"PO BOX 2853 JACKSONVILLE, FL 32203",30.389438,-81.680806,0.5,place,2853,"PO Box",,,Jacksonville,FL,"Duval County",32203,US,"TIGER/Line® dataset from the US Census Bureau"
"FORT CAROLINE CLUB ESTATES SOUTH CIVIC ASSOCIATION INC",S,"3470 LENCZYK DR W JACKSONVILLE, FL 32277",30.361777,-81.594278,1,rooftop,3470,"Lenczyk Dr W",,,Jacksonville,FL,"Duval County",32277,US,Duval
"JACKSONVILLE JAYCEES COMMUNITY FOUNDATION INC",T,"644 CESERY BLVD STE 250 JACKSONVILLE, FL 32211",30.32428,-81.597456,1,rooftop,644,"Cesery Blvd",Ste,250,Jacksonville,FL,"Duval County",32211,US,Duval
"REMBERT FAMILY FOUNDATION INC",T,"447 ATLANTIC BLVD STE 5 ATLANTIC BCH, FL 32233",30.325021,-81.401073,1,rooftop,447,"Atlantic Blvd",Ste,5,"Atlantic Beach",FL,"Duval County",32233,US,Duval
"HADASSAH THE WOMENS ZIONIST ORGAINZATION OF AMERICA",R,"1325 S CONGRESS AVE STE 2 BOYNTON BEACH, FL 33426",26.515367,-80.091125,1,rooftop,1325,"S Congress Ave",Ste,2,"Boynton Beach",FL,"Palm Beach County",33426,US,"Palm Beach County"
"JAMES & ANNE KUFELDT FOUNDATION INC",T,"13071 FORT CAROLINE RD JACKSONVILLE, FL 32225",30.388051,-81.490301,1,rooftop,13071,"Ft Caroline Rd",,,Jacksonville,FL,"Duval County",32225,US,Duval
"BEAVER STREET ENTERPRISE CENTER INC",S,"1131 N LAURA ST JACKSONVILLE, FL 32206",30.337185,-81.656174,1,rooftop,1131,"Laura St N",,,Jacksonville,FL,"Duval County",32206,US,Duval
"SHERMON C BURGESS FOUNDATION INC",T,"4815 MAID MARIAN LN JACKSONVILLE, FL 32210",30.255978,-81.707341,1,rooftop,4815,"Maid Marian Ln",,,Jacksonville,FL,"Duval County",32210,US,Duval
"THE MCLAUGHLIN CHARITABLE FOUNDATION INC",T,"1195 AUTUMN PINES DR ORANGE PARK, FL 32065",30.15076,-81.853312,1,rooftop,1195,"Autumn Pines Dr",,,"Orange Park",FL,"Clay County",32065,US,"Clay County"
"CORINNE C HODAK FAMILY FOUNDATION INC",T,"1920 SAN MARCO BLVD JACKSONVILLE, FL 32207",30.304109,-81.656312,1,rooftop,1920,"San Marco Blvd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"LIGHT INTERNATIONAL INC",W,"4020 ARBOR LAKE DR W JACKSONVILLE, FL 32225",30.372118,-81.510459,1,rooftop,4020,"Arbor Lake Dr W",,,Jacksonville,FL,"Duval County",32225,US,Duval
"KNIGHTS OF COLUMBUS",Y,"12533 CONDOR DR JACKSONVILLE, FL 32223",30.140724,-81.627849,1,rooftop,12533,"Condor Dr",,,Jacksonville,FL,"Duval County",32223,US,Duval
"HOPE COMMUNITY ECONOMIC DEVELOPMENT INC",S,"6910 NEW KINGS ROAD SUITE 101 JACKSONVILLE, FL 32219",30.382792,-81.731824,1,rooftop,6910,"New Kings Rd",Ste,101,Jacksonville,FL,"Duval County",32219,US,Duval
"SISTERS OF THE SEA INC",T,"184 SUMMERFIELD DR PONTE VEDRA, FL 32082",30.219387,-81.383937,1,rooftop,184,"Summerfield Dr",,,"Ponte Vedra Beach",FL,"St. Johns County",32082,US,"St Johns"
"BLUE CROSS AND BLUE SHIELD OF FLORIDA FOUNDATION INC",T,"4800 DEERWOOD CAMPUS PKWY DC3-4 JACKSONVILLE, FL 32246",30.257038,-81.54463,1,rooftop,4800,"Deerwood Campus Pkwy",,4,Jacksonville,FL,"Duval County",32246,US,Duval
"CRAWFORD FAMILY FOUNDATION INC",T,"9995 GATE PKWY STE 305 JACKSONVILLE, FL 32246",30.260022,-81.544568,1,rooftop,9995,"Gate Pkwy N",Ste,305,Jacksonville,FL,"Duval County",32246,US,Duval
"NATIONAL LIPID ASSOCIATION INC",S,"6816 SOUTHPOINT PKWY STE 1000 JACKSONVILLE, FL 32216",30.257832,-81.589405,1,rooftop,6816,"Southpoint Pkwy",Ste,1000,Jacksonville,FL,"Duval County",32216,US,Duval
"KIWANIS CLUB AT THE BEACHES CHARITABLE FOUNDATION INC",S,"PO BOX 50504 JAX BCH, FL 32240",30.34494,-81.683107,0.5,place,50504,"PO Box",,,"Jacksonville Beach",FL,"Duval County",32240,US,"TIGER/Line® dataset from the US Census Bureau"
"NORTHEAST FLORIDA BUILDERS ASSOCIATION BUILDERS CARE INC",S,"6747 SOUTHPOINT PKWY JACKSONVILLE, FL 32216",30.259638,-81.59343,1,rooftop,6747,"Southpoint Pkwy",,,Jacksonville,FL,"Duval County",32216,US,Duval
"WESTSIDE CENTER FOR COMMUNITY AND SELF DEVELOPMENT INCORPORATED",S,"4745 DUNDEE CIR JACKSONVILLE, FL 32210",30.274171,-81.727023,1,rooftop,4745,"Dundee Cir",,,Jacksonville,FL,"Duval County",32210,US,Duval
"ROTARY CLUB OF SOUTH JACKSONVILLE CHARITIES INC",S,"PO BOX 47546 JACKSONVILLE, FL 32247",30.389438,-81.680806,0.5,place,47546,"PO Box",,,Jacksonville,FL,"Duval County",32247,US,"TIGER/Line® dataset from the US Census Bureau"
"FELTEL FAMILY FOUNDATION INC",T,"9274 RIVER SHORES LN JACKSONVILLE, FL 32257",30.209081,-81.629905,1,rooftop,9274,"River Shores Ln",,,Jacksonville,FL,"Duval County",32257,US,Duval
"GUIDING LIGHT MINISTRIES INC",W,"PO BOX 2056 JACKSONVILLE, FL 32203",30.389438,-81.680806,0.5,place,2056,"PO Box",,,Jacksonville,FL,"Duval County",32203,US,"TIGER/Line® dataset from the US Census Bureau"
"MIAMI RETREAT FOUNDATION",T,"11467 CHASE MEADOWS DR N JACKSONVILLE, FL 32256",30.230561,-81.517484,1,rooftop,11467,"Chase Meadows Dr N",,,Jacksonville,FL,"Duval County",32256,US,Duval
"HECKSCHER DR COMMUNITY CLUB",S,"9364 HECKSCHER DR JACKSONVILLE, FL 32226",30.391163,-81.439644,1,rooftop,9364,"Heckscher Dr",,,Jacksonville,FL,"Duval County",32226,US,Duval
"BROTHERHOOD OF RAILROAD SIGNALMEN",W,"53668 CARRINGTON DR CALLAHAN, FL 32011",30.552005,-81.773693,1,rooftop,53668,"Carrington Dr",,,Callahan,FL,"Nassau County",32011,US,Nassau
"CHURCH OF THE GOOD SHEPHERD TRUST",T,"1910 SAN MARCO BLVD JACKSONVILLE, FL 32207",30.304142,-81.656507,1,rooftop,1910,"San Marco Blvd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"MENINAK FOUNDATION OF JACKSONVILLE",T,"PO BOX 8626 JACKSONVILLE, FL 32239",30.389438,-81.680806,0.5,place,8626,"PO Box",,,Jacksonville,FL,"Duval County",32239,US,"TIGER/Line® dataset from the US Census Bureau"
"HENRY C MCCANN TRUST UW",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"HARRY J SARGENT TRUST U/W",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"MCKAY TUW SCH SRS NOTRE DAME",T,"PO BOX 44245 JACKSONVILLE, FL 32231",30.389438,-81.680806,0.5,place,44245,"PO Box",,,Jacksonville,FL,"Duval County",32231,US,"TIGER/Line® dataset from the US Census Bureau"
"ALICE GIVEANS WELSH TRUST",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"JAMES E DAVIS FAMILY CHARITIES INC",T,"4310 PABLO OAKS CT JACKSONVILLE, FL 32224",30.268231,-81.441354,1,rooftop,4310,"Pablo Oaks Ct",,,Jacksonville,FL,"Duval County",32224,US,Duval
"M AUSTIN DAVIS FOUNDATION INC",T,"4310 PABLO OAKS CT JACKSONVILLE, FL 32224",30.268231,-81.441354,1,rooftop,4310,"Pablo Oaks Ct",,,Jacksonville,FL,"Duval County",32224,US,Duval
"PLUMBERS AND PIPEFITTERS LOCAL 123 WELFARE FUND",Y,"8657 BAYPINE RD BLDG 5 JACKSONVILLE, FL 32256",30.229212,-81.578515,1,rooftop,8657,"Baypine Rd",Bldg,5,Jacksonville,FL,"Duval County",32256,US,Duval
"PLUMBERS AND FITTERS LOCAL UNION 295 HEALTH & WELFARE FUND",Y,"8657 BAYPINE RD STE 200 JACKSONVILLE, FL 32256",30.229212,-81.578515,1,rooftop,8657,"Baypine Rd",Ste,200,Jacksonville,FL,"Duval County",32256,US,Duval
"NORTHEAST FLORIDA BUILDERS ASSOCIATION",S,"6747 SOUTHPOINT PKWY JACKSONVILLE, FL 32216",30.259638,-81.59343,1,rooftop,6747,"Southpoint Pkwy",,,Jacksonville,FL,"Duval County",32216,US,Duval
"STATE CHARTERED CREDIT UNIONS IN FLORIDA",W,"9790 TOUCHTON RD JACKSONVILLE, FL 32246",30.26725,-81.554055,1,rooftop,9790,"Touchton Rd",,,Jacksonville,FL,"Duval County",32246,US,Duval
"JACKSONVILLE POLICE DEATH BENEFIT FND",Y,"104 SEAGRAPE DR JAX BCH, FL 32250",30.270378,-81.403443,1,rooftop,104,"Seagrape Dr",,,"Jacksonville Beach",FL,"Duval County",32250,US,Duval
"ROTARY CHARITY FOUNDATION",Y,"PO BOX 37028 JACKSONVILLE, FL 32236",30.389438,-81.680806,0.5,place,37028,"PO Box",,,Jacksonville,FL,"Duval County",32236,US,"TIGER/Line® dataset from the US Census Bureau"
"BANK OF AMERICA FDN MC NAUGHTON",T,"PO BOX 40200 FL9-400-02-39 JACKSONVILLE, FL 32203",30.368848,-81.65557,0.59,street_center,,"W 39th St",,,Jacksonville,FL,"Duval County",32206,US,"TIGER/Line® dataset from the US Census Bureau"
"RAY SUTTON MCGEHEE FOUNDATION",T,"590 OAK ST JACKSONVILLE, FL 32204",30.319677,-81.677645,1,rooftop,590,"Oak St",,,Jacksonville,FL,"Duval County",32204,US,Duval
"FREE & ACCEPTED MASONS OF FLORIDA",Y,"327 2ND AVE N JAX BCH, FL 32250",30.291107,-81.393269,1,rooftop,327,"2nd Ave N",,,"Jacksonville Beach",FL,"Duval County",32250,US,Duval
"THE COMMUNITY FOUNDATION FOR NORTHEAST FLORIDA INC",T,"245 RIVERSIDE AVENUE JACKSONVILLE, FL 32202",30.321219,-81.672271,1,rooftop,245,"Riverside Ave",,,Jacksonville,FL,"Duval County",32202,US,Duval
"MOROCCO SHRINERS",Y,"3800 ST JOHNS BLUFF RD SOUTH JACKSONVILLE, FL 32224",30.277278,-81.526579,1,rooftop,3800,"St Johns Bluff Rd S",,,Jacksonville,FL,"Duval County",32224,US,Duval
"VOITURE NATIONALE LA SOCIETE DES 40 HOMMES ET 8 CHEVAUX",W,"5443 SAN JUAN AVE JACKSONVILLE, FL 32210",30.282398,-81.739254,1,rooftop,5443,"San Juan Ave",,,Jacksonville,FL,"Duval County",32210,US,Duval
"SAMUEL C TAYLOR FOUNDATION",T,"6601 CHESTER AVE JACKSONVILLE, FL 32217",30.256376,-81.621548,1,rooftop,6601,"Chester Ave",,,Jacksonville,FL,"Duval County",32217,US,Duval
"ARTHUR VINING DAVIS FOUNDATION",T,"814 NORTH HIGHWAY A1A STE 300 PONTE VEDRA BEACH, FL 32082",30.126716,-81.348117,0.7,street_center,,"State Hwy A1A",Ste,300,"Ponte Vedra Beach",FL,"St. Johns County",32082,US,"TIGER/Line® dataset from the US Census Bureau"
"ETHEL H WILLIAMS TRUST U/W",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF FLORIDA",W,"3409 SAINT AUGUSTINE RD JACKSONVILLE, FL 32207",30.290945,-81.643628,1,rooftop,3409,"St Augustine Rd",,,Jacksonville,FL,"Duval County",32207,US,Duval
"VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF FLORIDA",W,"915 8TH AVE S JAX BCH, FL 32250",30.279954,-81.397246,1,rooftop,915,"8th Ave S",,,"Jacksonville Beach",FL,"Duval County",32250,US,Duval
"VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF FLORIDA",W,"6204 BLANDING BLVD JACKSONVILLE, FL 32244",30.237089,-81.740686,1,rooftop,6204,"Blanding Blvd",,,Jacksonville,FL,"Duval County",32244,US,Duval
"JAMES BROWN TRUST A",T,"9000 SOUTHSIDE BLVD BLDG 400 FL9-40 JACKSONVILLE, FL 32256",30.193831,-81.553836,1,rooftop,9000,"Southside Blvd",Bldg,400,Jacksonville,FL,"Duval County",32256,US,Duval
"NATIONAL HUGUENOT SOCIETY",S,"3435 HENDRICKS AVE JACKSONVILLE, FL 32207",30.289054,-81.648802,1,rooftop,3435,"Hendricks Ave",,,Jacksonville,FL,"Duval County",32207,US,Duval
"JOE A ADAMS FOUNDATION INC",T,"4143 SHERWOOD RD JACKSONVILLE, FL 32210",30.267809,-81.713476,1,rooftop,4143,"Sherwood Rd",,,Jacksonville,FL,"Duval County",32210,US,Duval
"KIWANIS INTERNATIONAL INC",S,"PO BOX 8551 JACKSONVILLE, FL 32239",30.389438,-81.680806,0.5,place,8551,"PO Box",,,Jacksonville,FL,"Duval County",32239,US,"TIGER/Line® dataset from the US Census Bureau"
"KIWANIS INTERNATIONAL INC",S,"7315 BOWDEN CIR S JACKSONVILLE, FL 32216",30.260791,-81.58309,1,rooftop,7315,"Bowden Cir S",,,Jacksonville,FL,"Duval County",32216,US,Duval
"ZONTA INTERNATIONAL",S,"3775 SOMMERS ST JACKSONVILLE, FL 32205",30.299255,-81.71405,1,rooftop,3775,"Sommers St",,,Jacksonville,FL,"Duval County",32205,US,Duval
"LEAGUE OF WOMEN VOTERS OF FLORIDA",R,"PO BOX 330353 ATLANTIC BCH, FL 32233",30.33441,-81.3987,0.5,place,330353,"PO Box",,,"Atlantic Beach",FL,"Duval County",32233,US,"TIGER/Line® dataset from the US Census Bureau"
"TOASTMASTERS INTERNATIONAL",W,"6678 WHITE BLOSSOM CIR JACKSONVILLE, FL 32258",30.126862,-81.537303,1,rooftop,6678,"White Blossom Cir",,,Jacksonville,FL,"Duval County",32258,US,Duval
"FLEET RESERVE ASSOCIATION BRANCH 91 JACKSONVILLE FLA",W,"5391 COLLINS RD JACKSONVILLE, FL 32244",30.200108,-81.719063,1,rooftop,5391,"Collins Rd",,,Jacksonville,FL,"Duval County",32244,US,Duval
